transcript,gene
ENST00000527877,JAML
ENST00000527892,AIFM1
ENST00000527896,DENND5A
ENST00000527900,CHD7
ENST00000527905,ABCC8
ENST00000527906,PSMC3
ENST00000527909,RELA
ENST00000527926,CD59
ENST00000527927,ARFGAP2
ENST00000527939,BCO2
ENST00000527941,ZCCHC11
ENST00000527963,NADSYN1
ENST00000527975,MBP
ENST00000527979,CASP1
ENST00000527996,KIAA1324
ENST00000527999,RBL1
ENST00000528004,HIKESHI
ENST00000528014,FXYD2
ENST00000528015,MYB
ENST00000528016,ACADM
ENST00000528033,SPAG11A
ENST00000528041,ARFGAP2
ENST00000528043,FUZ
ENST00000528063,CNIH2
ENST00000528064,GRHL3
ENST00000528070,TALDO1
ENST00000528073,GPAA1
ENST00000528077,MKNK1
ENST00000528078,RAB29
ENST00000528081,RBM25
ENST00000528084,NASP
ENST00000528092,C11orf74
ENST00000528093,MS4A5
ENST00000528094,FUZ
ENST00000528097,TALDO1
ENST00000528106,RBM4B
ENST00000528107,TCP11L1
ENST00000528110,TMX2
ENST00000528113,NEIL2
ENST00000528128,TTYH2
ENST00000528129,PDE4DIP
ENST00000528135,TMPRSS13
ENST00000528140,MYB
ENST00000528141,ZNF692
ENST00000528149,CCDC90B
ENST00000528174,RP11-411B6.6
ENST00000528193,TPD52L1
ENST00000528200,SERGEF
ENST00000528216,PGAP2
ENST00000528218,ZNF195
ENST00000528230,TRAPPC4
ENST00000528239,SLC22A25
ENST00000528248,PKD2L1
ENST00000528249,NPIPB5
ENST00000528253,PTP4A2
ENST00000528258,ZNF250
ENST00000528263,RSRC2
ENST00000528268,ANKRD36C
ENST00000528270,AMPD2
ENST00000528272,MRPL11
ENST00000528281,CNKSR1
ENST00000528282,EPB41L2
ENST00000528287,CYB5RL
ENST00000528291,TSGA10IP
ENST00000528295,THY1
ENST00000528343,MYB
ENST00000528344,BIRC2
ENST00000528345,MYB
ENST00000528350,SLC38A6
ENST00000528352,TCTEX1D1
ENST00000528355,RPS6KA4
ENST00000528361,TMEM126B
ENST00000528364,CLNS1A
ENST00000528395,TMX2-CTNND1
ENST00000528402,ECHDC1
ENST00000528406,NUP214
ENST00000528412,DNAAF3
ENST00000528425,NDUFB8
ENST00000528426,CHID1
ENST00000528436,CTSH
ENST00000528439,RPS3
ENST00000528441,CMTM1
ENST00000528442,RRM1
ENST00000528444,ARFGAP2
ENST00000528456,ZNF707
ENST00000528461,SEC16B
ENST00000528463,RIC3
ENST00000528471,CHRDL2
ENST00000528484,CMTM1
ENST00000528488,C11orf49
ENST00000528498,RDX
ENST00000528499,APLP2
ENST00000528501,NUP160
ENST00000528509,NADSYN1
ENST00000528516,LTBP3
ENST00000528517,NME7
ENST00000528521,CHID1
ENST00000528556,RDX
ENST00000528562,EIF4G2
ENST00000528563,HIF3A
ENST00000528570,TTC36
ENST00000528571,TPP1
ENST00000528594,PHLDB1
ENST00000528601,PPP2R2B
ENST00000528603,OSBPL9
ENST00000528609,AGBL2
ENST00000528610,EEF1D
ENST00000528612,PORCN
ENST00000528613,DDHD2
ENST00000528619,TPT1
ENST00000528624,MTFR1L
ENST00000528630,RCN1
ENST00000528632,AGBL2
ENST00000528649,SLC16A4
ENST00000528662,MMP8
ENST00000528670,DYNC2H1
ENST00000528674,PEX16
ENST00000528679,PTS
ENST00000528683,RNF121
ENST00000528685,FAM86C1
ENST00000528708,ARFGAP2
ENST00000528710,BRSK2
ENST00000528721,ARMC1
ENST00000528741,CTSH
ENST00000528762,BRCA2
ENST00000528767,SPAG11B
ENST00000528770,EPS8L2
ENST00000528798,C11orf31
ENST00000528801,VNN2
ENST00000528802,TM7SF2
ENST00000528815,AP2A2
ENST00000528821,DERA
ENST00000528824,SNX7
ENST00000528830,C11orf16
ENST00000528831,RHOC
ENST00000528835,RP11-872D17.8
ENST00000528860,SLC7A8
ENST00000528865,CSTF3
ENST00000528879,CPSF3L
ENST00000528881,POLG
ENST00000528882,TNKS1BP1
ENST00000528900,RDX
ENST00000528926,RCOR3
ENST00000528943,SPAG11B
ENST00000528944,GPR89A
ENST00000528946,DIO1
ENST00000528960,PGR
ENST00000528964,RPS6KB2
ENST00000528981,TCIRG1
ENST00000528988,HSF1
ENST00000528993,THAP12
ENST00000528996,SERPING1
ENST00000529007,EEF1D
ENST00000529013,LCN10
ENST00000529024,NEU3
ENST00000529030,PEX16
ENST00000529045,PTPN22
ENST00000529055,SIRT3
ENST00000529060,FAM86B1
ENST00000529063,NUP98
ENST00000529067,POU2F2
ENST00000529068,MRVI1
ENST00000529073,CCDC90B
ENST00000529084,ABCC12
ENST00000529091,TOR1AIP1
ENST00000529115,RNH1
ENST00000529120,NADSYN1
ENST00000529131,C9orf135
ENST00000529137,FBXO3
ENST00000529146,FAM86B1
ENST00000529182,VPS28
ENST00000529195,RBM4B
ENST00000529197,TMEM126B
ENST00000529214,ATPAF1
ENST00000529226,ASRGL1
ENST00000529228,ZNF195
ENST00000529235,APLP2
ENST00000529236,NAGK
ENST00000529262,MYB
ENST00000529281,DCUN1D5
ENST00000529292,TM7SF2
ENST00000529294,DCUN1D5
ENST00000529312,CCDC90B
ENST00000529319,NFRKB
ENST00000529329,DIO1
ENST00000529332,TM9SF1
ENST00000529333,NASP
ENST00000529336,XKR6
ENST00000529340,STX17
ENST00000529343,NOX4
ENST00000529345,SLC38A6
ENST00000529346,EPS8L2
ENST00000529349,USP50
ENST00000529351,SLC25A22
ENST00000529372,PSMD13
ENST00000529384,ARL2
ENST00000529386,CMTM1
ENST00000529389,RELA
ENST00000529395,ATG13
ENST00000529401,DLG2
ENST00000529402,CHORDC1
ENST00000529403,TMX2
ENST00000529413,VAV3
ENST00000529414,TM7SF2
ENST00000529433,BRSK2
ENST00000529439,ARFGAP2
ENST00000529442,ABCA7
ENST00000529446,C9orf135
ENST00000529448,MRVI1
ENST00000529455,ARFGAP2
ENST00000529464,FDFT1
ENST00000529465,PARP2
ENST00000529473,ADAM15
ENST00000529485,FPGT
ENST00000529503,GPAA1
ENST00000529504,ABCC12
ENST00000529506,CMTM1
ENST00000529532,SART1
ENST00000529535,ARHGAP42
ENST00000529539,CHID1
ENST00000529543,TBRG1
ENST00000529548,FTH1
ENST00000529568,RP11-411B6.6
ENST00000529572,RCOR3
ENST00000529585,PAOX
ENST00000529586,MYB
ENST00000529588,ATM
ENST00000529599,ARFGAP2
ENST00000529601,TM7SF2
ENST00000529609,TMEM218
ENST00000529611,CCDC90B
ENST00000529633,NOD2
ENST00000529634,FUZ
ENST00000529635,TBC1D10C
ENST00000529645,NDUFS8
ENST00000529648,FOLH1
ENST00000529654,ADCK5
ENST00000529661,C11orf88
ENST00000529666,AAMDC
ENST00000529670,LRP8
ENST00000529673,SNX15
ENST00000529687,FNTA
ENST00000529688,DHDDS
ENST00000529689,CCDC90B
ENST00000529690,SYBU
ENST00000529715,CYP4B1
ENST00000529717,DEAF1
ENST00000529737,GANAB
ENST00000529744,AMPD3
ENST00000529745,CCDC90B
ENST00000529761,CLEC7A
ENST00000529780,ZNF250
ENST00000529794,TAF1D
ENST00000529834,AMPD3
ENST00000529845,DDHD2
ENST00000529851,APLF
ENST00000529856,CCDC90B
ENST00000529860,C14orf105
ENST00000529861,CTSH
ENST00000529871,CASP1
ENST00000529877,AIFM1
ENST00000529905,PPT1
ENST00000529920,RPL8
ENST00000529935,FMO2
ENST00000529937,SIRT3
ENST00000529943,ZNF720
ENST00000529947,UBTF
ENST00000529950,MS4A4A
ENST00000529951,BRSK2
ENST00000529955,BBS1
ENST00000529962,SLC25A45
ENST00000529969,NPIPB4
ENST00000529973,EIF1AD
ENST00000529993,LRP5
ENST00000529996,SAC3D1
ENST00000530010,CTSH
ENST00000530031,CPSF3L
ENST00000530058,RNF121
ENST00000530062,PDE4DIP
ENST00000530067,SIRT3
ENST00000530084,DIO1
ENST00000530092,ABCA7
ENST00000530103,NDUFV1
ENST00000530112,ZBTB3
ENST00000530114,TMX2
ENST00000530122,STX16-NPEPL1
ENST00000530128,HTN3
ENST00000530131,RDX
ENST00000530132,APLP2
ENST00000530137,RNF121
ENST00000530141,CMTM1
ENST00000530154,ST3GAL3
ENST00000530156,RNF141
ENST00000530159,SLC43A1
ENST00000530160,COG4
ENST00000530170,RPS3
ENST00000530175,WEE1
ENST00000530200,MTMR9
ENST00000530202,TDRKH
ENST00000530205,ZBTB44
ENST00000530221,STX3
ENST00000530236,ABI3BP
ENST00000530240,GLYATL1
ENST00000530251,SART1
ENST00000530254,MYO18A
ENST00000530278,NFRKB
ENST00000530292,POLG
ENST00000530301,RDX
ENST00000530332,COMMD5
ENST00000530334,ACER3
ENST00000530338,ST5
ENST00000530340,FHL2
ENST00000530375,AP3M2
ENST00000530378,SOX6
ENST00000530385,FAM86B1
ENST00000530390,PPFIA1
ENST00000530402,VPS26B
ENST00000530403,NCR3LG1
ENST00000530417,C14orf105
ENST00000530429,BCLAF1
ENST00000530436,SAAL1
ENST00000530440,TALDO1
ENST00000530441,TATDN3
ENST00000530444,MAJIN
ENST00000530452,EPS8L2
ENST00000530474,TSTA3
ENST00000530481,EPB41L2
ENST00000530506,TOLLIP
ENST00000530509,MS4A6E
ENST00000530514,NPEPPS
ENST00000530522,THUMPD2
ENST00000530529,KDELC2
ENST00000530533,ACAD8
ENST00000530537,DIS3L
ENST00000530546,USP35
ENST00000530561,LPXN
ENST00000530562,XRRA1
ENST00000530574,ZNF707
ENST00000530575,REPS1
ENST00000530579,NEDD8-MDP1
ENST00000530581,ST3GAL3
ENST00000530587,PHF21A
ENST00000530596,ARFGAP2
ENST00000530599,MTFR1L
ENST00000530609,CYP2R1
ENST00000530628,CDKN2A
ENST00000530633,GPAA1
ENST00000530636,EPS8L2
ENST00000530640,CTSB
ENST00000530643,ZNF195
ENST00000530655,RNF121
ENST00000530661,HSF1
ENST00000530662,MS4A14
ENST00000530668,KBTBD4
ENST00000530669,PUM1
ENST00000530676,ANO1
ENST00000530692,PICALM
ENST00000530704,PPT1
ENST00000530715,POLG
ENST00000530721,RPS3
ENST00000530726,CD151
ENST00000530731,TBRG1
ENST00000530735,MAJIN
ENST00000530744,ZFPL1
ENST00000530745,RIN1
ENST00000530749,RDX
ENST00000530757,EPB41L2
ENST00000530762,RRP8
ENST00000530765,CHORDC1
ENST00000530774,GLYATL1
ENST00000530777,TP53AIP1
ENST00000530780,DENND5A
ENST00000530782,SLFN13
ENST00000530783,TMEM126B
ENST00000530786,BDNF
ENST00000530794,ARFGAP2
ENST00000530795,EDRF1
ENST00000530803,ALKBH3
ENST00000530830,GZMB
ENST00000530836,VPS28
ENST00000530840,NASP
ENST00000530850,EFEMP2
ENST00000530887,PSMC3
ENST00000530895,APOL3
ENST00000530901,TMEM126B
ENST00000530923,SDHD
ENST00000530925,SERGEF
ENST00000530929,CTSH
ENST00000530943,KLK12
ENST00000530950,CARD18
ENST00000530953,ACADM
ENST00000530956,FXYD6
ENST00000530961,CCS
ENST00000530986,ZNF692
ENST00000530994,PHLDB1
ENST00000531003,BCO2
ENST00000531004,ACP2
ENST00000531019,CPSF3L
ENST00000531035,STX17
ENST00000531037,ARFIP2
ENST00000531042,CPSF1
ENST00000531043,HIF3A
ENST00000531050,PTPRK
ENST00000531061,OSBPL9
ENST00000531074,RP11-691N7.6
ENST00000531089,CTSB
ENST00000531090,NRIP3
ENST00000531101,TRIM68
ENST00000531109,PLPP5
ENST00000531112,RASSF7
ENST00000531115,FIBP
ENST00000531122,TESPA1
ENST00000531133,SERPING1
ENST00000531143,PPM1A
ENST00000531144,MBP
ENST00000531145,C11orf91
ENST00000531148,TBCEL
ENST00000531165,CELF1
ENST00000531168,MMP8
ENST00000531169,BCO2
ENST00000531177,CDHR5
ENST00000531178,CDK2AP2
ENST00000531188,RPS3
ENST00000531192,CLEC7A
ENST00000531195,APOL3
ENST00000531196,FGFR1
ENST00000531197,BRSK2
ENST00000531217,ST3GAL4
ENST00000531225,GS1-393G12.13
ENST00000531228,NDUFS8
ENST00000531238,RELA
ENST00000531270,LRRK1
ENST00000531277,RAD51
ENST00000531279,VNN2
ENST00000531285,TRNP1
ENST00000531286,PIDD1
ENST00000531298,PACS1
ENST00000531303,SMPD1
ENST00000531308,MRVI1
ENST00000531325,MCOLN2
ENST00000531329,EIF3F
ENST00000531331,IMMP1L
ENST00000531348,EPS8L2
ENST00000531352,ACER3
ENST00000531355,MKNK1
ENST00000531366,TMEM126A
ENST00000531374,KLK12
ENST00000531377,CPSF3L
ENST00000531384,NPAT
ENST00000531387,CARS
ENST00000531399,TP53AIP1
ENST00000531403,MS4A5
ENST00000531410,EPB41L2
ENST00000531412,ODF2L
ENST00000531415,C11orf80
ENST00000531418,NDUFB8
ENST00000531427,CUL5
ENST00000531448,CCDC67
ENST00000531449,XRRA1
ENST00000531461,ACER3
ENST00000531462,TIMM10B
ENST00000531477,TMEM126B
ENST00000531487,FDXACB1
ENST00000531506,CDK2AP2
ENST00000531512,SULF1
ENST00000531514,SLC25A22
ENST00000531515,CREBZF
ENST00000531518,TSGA10IP
ENST00000531519,MYB
ENST00000531520,PTDSS2
ENST00000531532,NASP
ENST00000531539,FOXR1
ENST00000531543,DCUN1D5
ENST00000531547,ACP2
ENST00000531551,CTSB
ENST00000531555,TRIM29
ENST00000531558,PICALM
ENST00000531571,DCUN1D5
ENST00000531581,SAAL1
ENST00000531596,RNASEH2C
ENST00000531601,SCYL1
ENST00000531634,MYB
ENST00000531636,EI24
ENST00000531642,ABCC8
ENST00000531647,EIF4G2
ENST00000531673,PTS
ENST00000531684,GEMIN2
ENST00000531688,IFITM3
ENST00000531709,NXF1
ENST00000531712,CCKBR
ENST00000531718,TMEM126B
ENST00000531737,MYB
ENST00000531743,FAU
ENST00000531744,AP002884.2
ENST00000531747,DENND5A
ENST00000531750,ARFGAP2
ENST00000531751,SAAL1
ENST00000531755,NFRKB
ENST00000531761,ZFPL1
ENST00000531788,AHI1
ENST00000531790,SSR2
ENST00000531797,SERPING1
ENST00000531813,ACAT1
ENST00000531817,NCAM1
ENST00000531830,CDON
ENST00000531833,FAM86B1
ENST00000531849,XRRA1
ENST00000531884,KCNMB4
ENST00000531891,ABCC8
ENST00000531921,EIF3M
ENST00000531925,ATP8B3
ENST00000531944,POLR2G
ENST00000531949,MS4A14
ENST00000531950,HHLA3
ENST00000531960,TEX26
ENST00000531964,VIMP
ENST00000531968,HYOU1
ENST00000531970,SPATA5L1
ENST00000531972,EFEMP2
ENST00000531975,RPL8
ENST00000531980,WDR78
ENST00000531985,ZNF707
ENST00000531996,POLR2G
ENST00000532001,PTP4A2
ENST00000532006,LCN10
ENST00000532011,ASCC1
ENST00000532017,PGAP2
ENST00000532027,DNHD1
ENST00000532036,PPM1A
ENST00000532041,PICALM
ENST00000532048,CELF1
ENST00000532050,ALG8
ENST00000532053,VNN2
ENST00000532063,ILK
ENST00000532064,CUL5
ENST00000532067,ATG13
ENST00000532069,CLNS1A
ENST00000532070,GIF
ENST00000532097,PSMD13
ENST00000532102,DPF2
ENST00000532117,RNPC3
ENST00000532119,FXYD2
ENST00000532132,CCDC84
ENST00000532140,DPH2
ENST00000532148,SLC38A6
ENST00000532154,PPP2R2B
ENST00000532156,TMEM218
ENST00000532158,ZNF707
ENST00000532164,CYP2F1
ENST00000532170,RRM1
ENST00000532198,ZC2HC1C
ENST00000532204,KMT2A
ENST00000532205,ZNF707
ENST00000532206,NOD2
ENST00000532224,PTPN22
ENST00000532225,NFRKB
ENST00000532229,FIBP
ENST00000532234,PRSS23
ENST00000532251,CWF19L2
ENST00000532252,JAM3
ENST00000532253,TP53I11
ENST00000532262,FAM186B
ENST00000532263,GZMB
ENST00000532265,SERGEF
ENST00000532266,FDFT1
ENST00000532276,TTC9C
ENST00000532295,MYCT1
ENST00000532314,YPEL4
ENST00000532322,SLC5A9
ENST00000532326,IRF7
ENST00000532330,BRPF3
ENST00000532384,BCLAF1
ENST00000532402,GANAB
ENST00000532428,APIP
ENST00000532437,TNKS1BP1
ENST00000532438,ARFGAP2
ENST00000532442,MS4A4E
ENST00000532444,EIF3M
ENST00000532449,CHEK1
ENST00000532450,NAALADL1
ENST00000532456,APLP2
ENST00000532457,PACSIN3
ENST00000532474,RCN1
ENST00000532478,ARFGAP2
ENST00000532482,MTNR1B
ENST00000532494,ABCC12
ENST00000532504,PPFIA1
ENST00000532509,ACADM
ENST00000532513,SLC35F2
ENST00000532523,PGAP2
ENST00000532529,CEP126
ENST00000532540,TGFBR3
ENST00000532546,SERGEF
ENST00000532547,PKD2L1
ENST00000532554,PEX16
ENST00000532567,RPS25
ENST00000532585,B3GAT3
ENST00000532592,SYT9
ENST00000532594,SYBU
ENST00000532600,SSH3
ENST00000532617,MAJIN
ENST00000532620,TSGA10IP
ENST00000532623,PKNOX2
ENST00000532628,TSPAN19
ENST00000532629,WDR78
ENST00000532633,C11orf49
ENST00000532643,PEX19
ENST00000532645,NAPRT
ENST00000532648,EFEMP2
ENST00000532681,PEX16
ENST00000532689,P4HA3
ENST00000532693,SLC35A3
ENST00000532695,RSRC2
ENST00000532699,AP002884.2
ENST00000532726,GLYATL1
ENST00000532727,C11orf80
ENST00000532729,NPEPPS
ENST00000532734,ST5
ENST00000532741,EEF1D
ENST00000532746,RPS2
ENST00000532751,PTPRK
ENST00000532756,MS4A6E
ENST00000532771,SYVN1
ENST00000532772,CPSF3L
ENST00000532781,ARID1A
ENST00000532788,IRF7
ENST00000532799,MMP8
ENST00000532804,TESPA1
ENST00000532805,CYP2R1
ENST00000532816,MS4A8
ENST00000532829,FTH1
ENST00000532837,SIRT3
ENST00000532872,RPS3
ENST00000532881,SSH3
ENST00000532883,PHF21A
ENST00000532889,SPATA19
ENST00000532893,CDC27
ENST00000532895,CARD18
ENST00000532903,CD3G
ENST00000532908,BBS1
ENST00000532909,CHID1
ENST00000532911,ST3GAL3
ENST00000532917,CD3G
ENST00000532927,FBXO3
ENST00000532947,METTL15
ENST00000532950,RRAS2
ENST00000532962,ALKBH3
ENST00000532970,PELI3
ENST00000532984,FXYD6-FXYD2
ENST00000532995,SYTL2
ENST00000533012,TRAPPC4
ENST00000533031,ZNF707
ENST00000533036,ZNF195
ENST00000533037,FIBP
ENST00000533058,TRAPPC4
ENST00000533062,CHORDC1
ENST00000533076,SLC39A13
ENST00000533078,CMTM1
ENST00000533089,TGFBR3
ENST00000533099,RNPC3
ENST00000533104,PEX19
ENST00000533115,SSSCA1
ENST00000533116,AMPD3
ENST00000533119,SCP2
ENST00000533121,TMEM63B
ENST00000533123,SMPD1
ENST00000533133,MED17
ENST00000533148,ILVBL
ENST00000533155,NCAPD3
ENST00000533157,FRG1
ENST00000533164,DDX20
ENST00000533178,MUTYH
ENST00000533181,CD59
ENST00000533182,IRF7
ENST00000533195,APLP2
ENST00000533212,ST3GAL3
ENST00000533233,IPO7
ENST00000533243,ARFGAP2
ENST00000533258,MMP8
ENST00000533266,HGH1
ENST00000533278,MBP
ENST00000533297,DLAT
ENST00000533320,CYP2C8
ENST00000533328,SERGEF
ENST00000533332,SYT13
ENST00000533334,TYK2
ENST00000533339,CFAP57
ENST00000533347,EFEMP2
ENST00000533349,RRM1
ENST00000533372,FAM186B
ENST00000533376,DGKZ
ENST00000533379,TIMM10B
ENST00000533380,RNF121
ENST00000533383,FNTA
ENST00000533384,MYB
ENST00000533415,CDC27
ENST00000533418,FUZ
ENST00000533422,BCLAF1
ENST00000533448,CALCB
ENST00000533482,RAD50
ENST00000533483,SLC22A10
ENST00000533487,VPS51
ENST00000533495,RRM1
ENST00000533500,EPS8L2
ENST00000533501,TTC36
ENST00000533510,FOLH1
ENST00000533518,RP11-196G11.1
ENST00000533522,IDNK
ENST00000533523,CHMP4A
ENST00000533543,ZNF250
ENST00000533546,RELA
ENST00000533549,RP11-411B6.6
ENST00000533553,KIAA1191
ENST00000533556,OLFML2B
ENST00000533557,BBS1
ENST00000533602,TMX2
ENST00000533609,ARRB1
ENST00000533616,APLP2
ENST00000533618,APLP2
ENST00000533620,POU2F3
ENST00000533621,BCLAF1
ENST00000533625,TTC6
ENST00000533629,SLC25A45
ENST00000533631,MRVI1
ENST00000533632,TRAPPC4
ENST00000533637,STX3
ENST00000533639,ABCC12
ENST00000533644,BBS1
ENST00000533645,PIK3C2A
ENST00000533647,ZNF692
ENST00000533650,TATDN3
ENST00000533654,ANP32E
ENST00000533663,OVCH2
ENST00000533664,SLC35F2
ENST00000533678,RDX
ENST00000533688,PDZD3
ENST00000533698,RNASEH2C
ENST00000533712,TBCEL
ENST00000533713,APLP2
ENST00000533715,ADCK5
ENST00000533724,CHORDC1
ENST00000533741,RAD51
ENST00000533761,CCDC90B
ENST00000533766,TM7SF2
ENST00000533769,NADSYN1
ENST00000533771,RHCE
ENST00000533772,CHORDC1
ENST00000533773,NUCB2
ENST00000533777,CTSH
ENST00000533788,NPEPL1
ENST00000533789,HIF3A
ENST00000533794,TAF1D
ENST00000533808,MYB
ENST00000533827,VPS51
ENST00000533833,EEF1D
ENST00000533835,VNN2
ENST00000533837,MYB
ENST00000533864,GLYATL1
ENST00000533884,OSBPL9
ENST00000533885,MS4A5
ENST00000533894,PPFIA1
ENST00000533907,RRP8
ENST00000533915,CMTM1
ENST00000533919,NDUFV1
ENST00000533931,CTTN
ENST00000533933,ST3GAL3
ENST00000533939,ARFGAP2
ENST00000533965,ZNF517
ENST00000533989,MS4A6A
ENST00000533997,ST3GAL3
ENST00000533998,FNTA
ENST00000534001,APLP2
ENST00000534010,SDHD
ENST00000534030,POLR2L
ENST00000534038,CTSH
ENST00000534040,OSBPL9
ENST00000534044,MYB
ENST00000534047,AMPD3
ENST00000534052,STX17
ENST00000534057,NOD2
ENST00000534067,NOD2
ENST00000534071,MS4A5
ENST00000534073,ZDHHC24
ENST00000534078,MRPL49
ENST00000534097,EPHA10
ENST00000534100,HSPB2-C11orf52
ENST00000534105,SLC43A1
ENST00000534106,CHMP4A
ENST00000534108,SULT1A2
ENST00000534124,VPS51
ENST00000534126,C14orf105
ENST00000534143,CMTM1
ENST00000534167,WDR97
ENST00000534171,ALKBH3
ENST00000534174,FAM71D
ENST00000534180,FTH1
ENST00000534181,TMEM25
ENST00000534183,ASRGL1
ENST00000534187,FAM86B1
ENST00000534202,CR1
ENST00000534204,CASC5
ENST00000534207,CHID1
ENST00000534214,DNAAF3
ENST00000534224,CREBZF
ENST00000534249,C11orf49
ENST00000534254,CHID1
ENST00000534260,RAB2A
ENST00000534268,CTSH
ENST00000534269,BCLAF1
ENST00000534276,CHRDL2
ENST00000534277,ZNF720
ENST00000534280,PRMT1
ENST00000534285,RRM1
ENST00000534303,ZNF707
ENST00000534304,ANKRD36C
ENST00000534314,HSF1
ENST00000534320,PHRF1
ENST00000534334,ACADM
ENST00000534347,TTC17
ENST00000534355,C11orf31
ENST00000534377,EEF1D
ENST00000534380,EEF1D
ENST00000534400,BRPF3
ENST00000534405,SMPD1
ENST00000534408,INTS4
ENST00000534412,PICALM
ENST00000534418,ABCC12
ENST00000534420,RP11-598P20.5
ENST00000534440,RPS3
ENST00000534446,LONRF1
ENST00000534454,OSBPL5
ENST00000534480,HID1
ENST00000534482,RNASEH2C
ENST00000534488,MRPL11
ENST00000534500,PPP2R1B
ENST00000534512,GPA33
ENST00000534521,PPP2R1B
ENST00000534528,C14orf105
ENST00000534532,NCAPD3
ENST00000534538,RECQL4
ENST00000534550,BCO2
ENST00000534559,POU2F2
ENST00000534562,SWAP70
ENST00000534574,IL10RA
ENST00000534582,APLP2
ENST00000534583,IL18BP
ENST00000534590,PSMD13
ENST00000534599,RPL27A
ENST00000534603,PDDC1
ENST00000534605,EIF4G2
ENST00000534612,GLYATL1
ENST00000534613,GANAB
ENST00000534663,RAG1
ENST00000534673,TCIRG1
ENST00000534680,C8orf82
ENST00000534686,CYP2R1
ENST00000534691,NPEPPS
ENST00000534692,CKLF
ENST00000534708,CYP4B1
ENST00000534733,ST3GAL4
ENST00000534736,MYB
ENST00000534740,TSGA10IP
ENST00000534747,CCDC67
ENST00000534753,CCDC90B
ENST00000534761,APLP2
ENST00000534770,TAF1D
ENST00000534775,PTPMT1
ENST00000534778,B4GALNT4
ENST00000534780,PGR
ENST00000534820,P2RX3
ENST00000534824,RIN1
ENST00000534826,CNIH2
ENST00000534843,APOLD1
ENST00000534853,NDUFS7
ENST00000534885,TNFRSF1A
ENST00000534905,ATG16L2
ENST00000534911,ANKRD49
ENST00000534929,NUDT22
ENST00000534930,TMBIM4
ENST00000534935,ITFG2
ENST00000534952,PID1
ENST00000534960,EIF2B1
ENST00000534964,FAM214A
ENST00000534965,NAA40
ENST00000534969,C1RL
ENST00000534980,DDX6
ENST00000534981,CMAS
ENST00000534992,FANCA
ENST00000534993,DHRS4L2
ENST00000535000,NUDT22
ENST00000535002,GRIP1
ENST00000535004,MMP17
ENST00000535024,PRR4
ENST00000535036,ANKLE2
ENST00000535049,MPHOSPH9
ENST00000535055,ASB8
ENST00000535069,KLRC2
ENST00000535070,SUGP1
ENST00000535095,METAP2
ENST00000535126,TRMT112
ENST00000535140,OTUB1
ENST00000535141,ZWILCH
ENST00000535142,ZW10
ENST00000535144,MAN1B1
ENST00000535169,MPDZ
ENST00000535194,KLC1
ENST00000535217,CCDC86
ENST00000535222,CPSF7
ENST00000535230,PZP
ENST00000535250,P2RX7
ENST00000535260,TM7SF3
ENST00000535264,PPWD1
ENST00000535275,ENO2
ENST00000535286,TDRD3
ENST00000535293,PSMD9
ENST00000535297,TMEM258
ENST00000535311,PTPRO
ENST00000535327,CCDC7
ENST00000535352,TMEM210
ENST00000535358,C1orf228
ENST00000535405,ISCU
ENST00000535411,MFAP5
ENST00000535429,PLCZ1
ENST00000535462,PTPN6
ENST00000535477,CLPB
ENST00000535479,LPCAT3
ENST00000535490,CXorf49
ENST00000535497,CEP57
ENST00000535501,CCDC53
ENST00000535508,MED24
ENST00000535510,PHC1
ENST00000535520,CCDC91
ENST00000535527,CHFR
ENST00000535535,LMO3
ENST00000535542,ORAOV1
ENST00000535543,CES4A
ENST00000535545,PPP1R32
ENST00000535548,EBF2
ENST00000535558,RAD51AP1
ENST00000535599,VWCE
ENST00000535600,P2RX7
ENST00000535607,USP28
ENST00000535610,CMAS
ENST00000535621,PDXDC1
ENST00000535626,BCAR1
ENST00000535638,WBP11
ENST00000535657,ORAOV1
ENST00000535701,PDE2A
ENST00000535712,TMEM91
ENST00000535718,NUP107
ENST00000535724,AIFM1
ENST00000535744,IQCH
ENST00000535758,ARMC6
ENST00000535778,CRHR1
ENST00000535785,ZNF211
ENST00000535793,HMBS
ENST00000535813,TMEM134
ENST00000535836,C10orf53
ENST00000535844,RP11-512M8.5
ENST00000535847,DAD1
ENST00000535850,ATF7IP2
ENST00000535852,AP1G2
ENST00000535861,ZNF185
ENST00000535872,LAMTOR1
ENST00000535883,LRTOMT
ENST00000535884,ACRBP
ENST00000535898,CYP2C8
ENST00000535928,P2RX7
ENST00000535944,DISC1
ENST00000535978,RHNO1
ENST00000535985,INPPL1
ENST00000536006,DNAJC4
ENST00000536007,MYBPC1
ENST00000536011,RTN3
ENST00000536013,PTPN6
ENST00000536020,TMEM134
ENST00000536027,IST1
ENST00000536028,ZKSCAN8
ENST00000536041,NPIPB4
ENST00000536047,LZTFL1
ENST00000536071,ASB8
ENST00000536089,MDM2
ENST00000536093,STK38L
ENST00000536111,LOXHD1
ENST00000536142,TSN
ENST00000536145,CPSF7
ENST00000536156,SIGLEC7
ENST00000536172,LMO3
ENST00000536185,HMBS
ENST00000536244,KCTD20
ENST00000536250,SDHAF2
ENST00000536253,RFXANK
ENST00000536297,CLPB
ENST00000536308,PDE2A
ENST00000536312,NXPE1
ENST00000536323,PRPSAP2
ENST00000536333,SLC22A9
ENST00000536337,PTPN21
